Gene_Name	Interactions
GABRB3	"['GABRB3', 'GABRA1']"
GABRG2	"['GABRB3', 'GABRB2', 'GABRB1', 'GABRA1', 'GABRQ']"
GABRG3	"['GABRA1', 'GABRB3', 'GABRB2', 'GABRB1', 'GABRQ']"
GABRQ	"['GABRB1', 'GABRA1', 'GABRB3', 'GABRB2']"
GABRR1	['GABRR1']
GABRR2	['GABRR2']
GABRR3	['GABRR3']
GAD1	"['GAD2', 'GAD1']"
GAD2	['GAD2']
GADD45A	['PCNA']
GADL1	['GADL1']
GAL	"['GALR1', 'GALR2', 'GALR3']"
GALE	['GALE']
GALNS	['GALNS']
GALNT1	"['RAB6A', 'BICD1', 'P59632']"
GALNT2	"['BICD1', 'RAB6A']"
GALNT3	['FGF23']
GANAB	"['PRKCSH', 'MLEC', 'CALR', 'PDIA3', 'CANX']"
GAPDH	['GAPDH']
GAPDHS	['GAPDHS']
GAPVD1	"['RAB5A', 'CHML', 'GDI2', 'RAB31', 'CHM', 'GDI1']"
GARS	['GARS']
GATA1	['ZFPM1']
GATA3	"['CARM1', 'HIST2H4A', 'HIST2H3D', 'H3F3B', 'HIST1H3F', 'PRMT1', 'ESR1', 'EP300', 'GTF2A1', 'GTF2A2', 'YY1', 'HDAC1']"
GATA4	"['HIPK2', 'HIPK1', 'NKX2-5']"
GATA6	['LMCD1']
GATM	['GATM']
GBA	['PSAP']
GBE1	"['GYS2', 'GYG2', 'GYS1', 'GYG1']"
GBF1	"['RAB1B', 'ARF4', 'COPB1', 'COPG1', 'COPZ2', 'COPA', 'COPE', 'COPZ1', 'COPG2', 'ARCN1', 'COPB2', 'ARF1']"
GC	['CUBN']
GCAT	['GCAT']
GCC1	['GCC1']
GCC2	"['GCC2', 'RAB9A', 'VPS52', 'RABEPK', 'VPS53', 'VPS51', 'VPS54', 'VAMP3', 'IGF2R', 'M6PR']"
GCDH	['GCDH']
GCG	"['CYSLTR2', 'GNAS', 'GLP2R']"
GCH1	['GCH1']
GCHFR	"['GCH1', 'GCHFR']"
GCKR	['GCK']
GCLC	['GCLM']
GCLM	['GCLC']
GCN1	"['EIF2AK4', 'IMPACT']"
GDA	['GDA']
GDF1	['NODAL']
GDF2	['GDF2']
GDI1	"['RAB39A', 'RAB9A', 'RAB32', 'RAB38']"
GDI2	"['RAB39A', 'RAB9A', 'RAB32', 'RAB38']"
GDNF	"['GDNF', 'PSPN', 'GFRA4', 'GFRA3', 'ARTN', 'GAB2', 'GAB1', 'PTPN11', 'PIK3CA', 'PIK3CB', 'PIK3R1', 'PIK3CD', 'FRS2', 'GRB2', 'SOS1', 'SRC', 'RAP1GAP']"
GEN1	"['XRCC3', 'RAD51C']"
GET4	"['UBL4A', 'SGTA']"
GFAP	"['HSPA8', 'HSP90AB1', 'CFTR', 'VIM', 'PCNT', 'HSP90AA1', 'PLIN3', 'HDAC6', 'CETN1', 'PARK7', 'IFT88', 'HBB', 'LAMP2', 'RNASE1', 'PLIN2', 'ARL13B', 'GFAP']"
GFM2	['MRRF']
GFRA1	"['GFRA2', 'GFRA1', 'NRTN', 'RET', 'PSPN', 'GFRA3', 'GFRA4', 'GDNF', 'ARTN', 'GAB2', 'GAB1', 'PTPN11', 'PIK3CB', 'PIK3R1', 'PIK3CA', 'PIK3CD', 'FRS2', 'GRB2', 'SOS1', 'SRC', 'RAP1GAP', 'NCAM1']"
GFRA2	"['NRTN', 'GFRA4', 'GFRA2', 'ARTN', 'GDNF', 'GFRA3', 'PSPN', 'RET', 'GAB1', 'GAB2', 'PTPN11', 'PIK3CD', 'PIK3R1', 'PIK3CA', 'PIK3CB', 'FRS2', 'GRB2', 'SOS1', 'SRC', 'RAP1GAP']"
GFRA3	"['GFRA3', 'ARTN', 'GAB2', 'GAB1', 'PTPN11', 'PIK3R1', 'PIK3CD', 'PIK3CB', 'PIK3CA', 'FRS2', 'GRB2', 'SOS1', 'RAP1GAP', 'SRC', 'GDNF', 'NRTN', 'GFRA2']"
GFRA4	"['ARTN', 'GFRA4', 'GFRA3', 'PSPN', 'GFRA1', 'GDNF', 'GFRA2', 'NRTN', 'GAB2', 'GAB1', 'PTPN11', 'PIK3CA', 'PIK3R1', 'PIK3CD', 'PIK3CB', 'FRS2', 'GRB2', 'SOS1', 'RAP1GAP', 'SRC', 'RET']"
GGA1	"['BACE1', 'RABGEF1', 'TBC1D3']"
GGA2	"['BACE1', 'RABGEF1', 'TBC1D3']"
GGA3	"['BACE1', 'RABGEF1', 'TBC1D3']"
GGCT	['GGCT']
GGCX	"['F9', 'F10', 'PROC', 'BGLAP', 'F2', 'F7', 'GAS6', 'PROS1', 'PROZ']"
GGPS1	['GGPS1']
GGT1	['GGT1']
GGT3P	['GGT3P']
GGT5	['GGT5']
GGT6	['GGT6']
GGT7	['GGT7']
GH1	"['GH1', 'GHR', 'JAK2', 'LYN', 'STAT5A', 'STAT5B', 'SH2B1', 'CSH1', 'PRL', 'GH2', 'PTPN11']"
GH2	"['GH2', 'GH1', 'GHR', 'JAK2', 'LYN', 'STAT5A', 'STAT5B', 'SH2B1', 'CSH1', 'PRL', 'PTPN11']"
GHR	"['GHR', 'JAK2', 'GH1', 'GH2', 'LYN', 'STAT5B', 'STAT5A']"
GHRHR	['GHRH']
GHSR	['GHRL']
GIF	"['CUBN', 'AMN']"
GINS2	['GINS1']
GINS3	"['GINS2', 'GINS1']"
GINS4	"['GINS1', 'GINS3', 'GINS2']"
GIP	['GIPR']
GIT1	"['ARHGEF7', 'RAC1', 'PAK3', 'PAK1']"
GJA1	"['GJA1', 'TJP1', 'SRC']"
GJA10	['GJA10']
GJB1	['GJB1']
GJB2	"['GJB2', 'GJB1']"
GJC1	['GJC1']
GJD2	"['GJD2', 'GJC1']"
GLA	['GLA']
GLDC	"['GLDC', 'GCSH']"
GLG1	"['GLG1', 'SPN']"
GLI1	"['Q9Z0P7', 'NUMB', 'ITCH', 'SUFU']"
GLI2	"['SPOP', 'CUL3', 'RBX1', 'RUNX2']"
GLI3	"['SPOP', 'CUL3', 'RBX1', 'RUNX2']"
GLO1	['GLO1']
GLP1R	"['GCG', 'GNAS']"
GLRA1	"['GLRA3', 'GLRA2', 'GLRA1', 'GLRB', 'NBEA']"
GLRA2	"['GLRA2', 'GLRB', 'GLRA3', 'NBEA']"
GLRA3	"['GLRA3', 'GLRB', 'NBEA']"
GLRB	"['GLRB', 'NBEA']"
GLRX5	['GLRX5']
GLS	['GLS']
GLS2	['GLS2']
GLUD1	['GLUD1']
GLUL	['GLUL']
GMPR	['GMPR']
GMPR2	['GMPR2']
GNA11	"['BTK', 'GRK2', 'GRK5', 'PIK3CA', 'PIK3R1', 'TRIO', 'KALRN', 'ARHGEF25', 'GNG2', 'GNB1', 'PLCB4', 'PLCB2', 'PLCB1', 'PLCB3', 'TBXA2R', 'F2R', 'F2RL2', 'F2RL3', 'P2RY1']"
GNA12	"['BTK', 'GNB1', 'GNG2', 'ADRA1A', 'TBXA2R', 'ADRA1D', 'ADRA1B', 'F2RL3', 'F2R', 'F2RL2']"
GNA13	"['GNB1', 'GNG2', 'ADRA1A', 'ADRA1B', 'TBXA2R', 'ADRA1D', 'F2RL2', 'F2R', 'F2RL3', 'ARHGEF1', 'RHOA']"
GNA14	"['BTK', 'GRK2', 'GRK5', 'PIK3CA', 'PIK3R1', 'ARHGEF25', 'KALRN', 'TRIO', 'GNG2', 'GNB1', 'PLCB2', 'PLCB1', 'PLCB3', 'PLCB4', 'TBXA2R', 'F2RL3', 'F2R', 'F2RL2', 'P2RY1']"
GNA15	"['BTK', 'GRK2', 'GRK5', 'PIK3R1', 'PIK3CA', 'TRIO', 'KALRN', 'ARHGEF25', 'GNB1', 'GNG2', 'PLCB3', 'PLCB4', 'PLCB2', 'PLCB1', 'TBXA2R', 'F2RL2', 'F2R', 'F2RL3', 'P2RY1']"
GNAI1	"['GNAL', 'P2RY12']"
GNAI2	"['GNAL', 'P2RY12']"
GNAI3	"['GNAL', 'P2RY12']"
GNAL	"['GNAT3', 'GNAI1', 'GNAI2', 'GNAI3']"
GNAQ	"['BTK', 'GRK2', 'GRK5', 'PIK3R1', 'PIK3CA', 'KALRN', 'ARHGEF25', 'TRIO', 'GNG2', 'GNB1', 'PLCB4', 'PLCB3', 'PLCB2', 'PLCB1', 'TBXA2R', 'F2R', 'F2RL3', 'F2RL2', 'P2RY1']"
GNAS	"['ADORA2B', 'AVP', 'AVPR2', 'GCG', 'GLP1R', 'GNG2', 'GNB1', 'GNAS']"
GNAT1	"['GNG2', 'GNB1', 'GNGT1']"
GNAT2	"['GNB1', 'GNG2', 'PDE6B', 'PDE6G', 'PDE6A']"
GNAT3	"['GNAL', 'P2RY12', 'GNB3', 'GNG13']"
GNB1	"['ADORA2B', 'P2RY12', 'GNAT2', 'GNAT1', 'GNG2', 'CDC42', 'PLCB3', 'PLCB2', 'PLCB1', 'GNAS', 'GABBR1', 'GABBR2', 'GNAL', 'GNAO1', 'GNA12', 'GNA13', 'GNAI2', 'GNAT3', 'GNAI1', 'GNAI3', 'GNA11', 'GNA14', 'GNA15', 'GNAQ', 'GNAZ', 'TBXA2R', 'ADRA1D', 'ADRA1B', 'ADRA1A', 'PDYN', 'OPRM1', 'POMC', 'BTK', 'F2RL2', 'F2R', 'F2RL3', 'PDCL', 'GNB1', 'P2RY1']"
GNB2	"['GNAS', 'PDCL', 'GNG2']"
GNB3	"['GNAS', 'GNG13', 'PDCL', 'GNG2']"
GNB4	"['GNAS', 'PDCL', 'GNG2']"
GNB5	"['RGS7', 'RGS9', 'PDCL']"
GNE	['GNE']
GNG2	"['ADORA2B', 'P2RY12', 'GNAT2', 'GNAT1', 'GNB3', 'GNB1', 'GNB2', 'GNB4', 'CDC42', 'PLCB1', 'PLCB2', 'PLCB3', 'GABBR1', 'GABBR2', 'GNAO1', 'GNA12', 'GNA13', 'GNAI3', 'GNAI1', 'GNAT3', 'GNAI2', 'GNAQ', 'GNA11', 'GNA14', 'GNA15', 'GNAS', 'GNAZ', 'ADRA1A', 'ADRA1D', 'ADRA1B', 'TBXA2R', 'POMC', 'OPRM1', 'PDYN', 'BTK', 'F2RL3', 'F2R', 'F2RL2', 'GNG2', 'P2RY1']"
GNGT1	"['GNB1', 'GNAL']"
GNL3	"['EBNA1BP2', 'PES1']"
GNMT	['GNMT']
GNPDA1	['GNPDA1']
GNPDA2	['GNPDA2']
GNPNAT1	['GNPNAT1']
GNRHR	"['GNRH1', 'GNRH2']"
GNRHR2	"['GNRH2', 'GNRH1']"
GOLGA1	['GOLGA1']
GOLGA2	"['GORASP1', 'RAB1A', 'USO1', 'PLK1']"
GOLGA4	['GOLGA4']
GOLGA5	['GOLGA5']
GOLGB1	"['ACBD3', 'GOLGB1']"
GOLIM4	"['GOLGA5', 'GOSR1']"
GOPC	"['GOPC', 'CFTR']"
GORASP1	"['GOLGA2', 'USO1', 'RAB1A', 'PLK1']"
GORASP2	"['BLZF1', 'RAB2A']"
GOSR1	"['BET1', 'STX5', 'BET1L', 'GOSR2', 'YKT6', 'GOLGA5']"
GOSR2	"['BET1', 'STX5', 'SEC24C', 'SEC24D', 'SEC23A', 'YKT6', 'SEC22B', 'GOLGA2', 'USO1', 'GORASP1']"
GOT1	['GOT1']
GOT2	['GOT2']
GP1BA	"['F2', 'GP9', 'GP1BA', 'YWHAZ', 'FLNA', 'VWF', 'F11', 'F9']"
GP1BB	"['F2', 'GP1BA', 'GP1BB', 'GP9', 'YWHAZ', 'FLNA', 'VWF', 'F11', 'F9']"
GP5	"['F2', 'GP1BA', 'GP9', 'GP1BB', 'YWHAZ', 'FLNA', 'VWF', 'F11', 'F9']"
GP6	"['LYN', 'SYK']"
GP9	"['F2', 'GP9', 'YWHAZ', 'FLNA', 'VWF', 'F11', 'F9']"
GPC1	"['PSG1', 'SLIT2']"
GPC5	['SHH']
GPD1	['GPD1']
GPD1L	['GPD1L']
GPHB5	['GPHA2']
GPHN	['GPHN']
GPI	['GPI']
GPNMB	"['EGFR', 'HBEGF', 'LRRK2', 'PTK6']"
GPS2	"['RXRA', 'NR1H3', 'RXRB', 'NR1H2', 'NCOR1', 'TBL1X', 'HDAC3', 'TBL1XR1', 'GPS2', 'NCOR2']"
GPT	['GPT']
GPT2	['GPT2']
GPX1	['GPX1']
GPX2	['GPX2']
GPX3	['GPX3']
GPX7	"['ERO1A', 'P4HB']"
GPX8	"['ERO1A', 'P4HB']"
GRAP2	"['CD28', 'FYN', 'LCK', 'CD86', 'CD80', 'LCP2', 'PLCG1', 'BTK', 'VAV1', 'VAV3', 'VAV2', 'RAC1', 'PAK2', 'PAK1', 'PLCG2', 'SOS1', 'LAT', 'SHC1', 'GRB2', 'ITK', 'TEC', 'GRAP2']"
GRB10	"['GDNF', 'GFRA2', 'GFRA1', 'GFRA3', 'RET', 'GFRA4', 'NRTN', 'PSPN', 'ARTN', 'INSR', 'INS']"
GRB14	"['TEK', 'ANGPT1']"
GRB2	"['GAB2', 'GAB1', 'PTPN11', 'PIK3CD', 'PIK3R1', 'PIK3CB', 'PIK3CA', 'PSPN', 'GFRA3', 'GDNF', 'GFRA2', 'ARTN', 'SHC1', 'RET', 'GFRA4', 'NRTN', 'GFRA1', 'FGFR1', 'ERLIN2', 'FRS2', 'KL', 'FGF23', 'FRS3', 'FGFR2', 'FGFR3', 'FGFR4', 'KLB', 'FGF19', 'SOS1', 'SYK', 'CD79A', 'IGKC', 'IGHD', 'CD79B', 'IGHM', 'SH3KBP1', 'CD19', 'CD86', 'CD28', 'LCK', 'FYN', 'CD80', 'GRB2', 'EGFR', 'REPS2', 'EPS15', 'EPN1', 'EPN2', 'ERBB3', 'ERBB4', 'NRG1', 'NRG4', 'HBEGF', 'NRG2', 'EGF', 'EREG', 'ERBB2', 'BTC', 'P06494', 'IRS1', 'IRS2', 'SH3GL2', 'HGS', 'STAM2', 'STAM', 'CRK', 'CRKL', 'GGA3', 'ARF6', 'RAPGEF1', 'JAK2', 'CSF2RA', 'CSF2RB', 'CSF2', 'IL3RA', 'IL3', 'IL5', 'IL5RA', 'PPP2CA', 'PPP2R1A', 'SPRY2', 'PPP2CB', 'BTK', 'VAV3', 'VAV1', 'VAV2', 'RAC1', 'PAK1', 'PAK2', 'GRAP2', 'LCP2', 'PLCG2', 'PLCG1', 'TEC', 'ITK', 'CBL', 'BCR', 'KRAS', 'HRAS', 'NRAS', 'MET', 'HGF', 'P32883', 'Q61411', 'P08556', 'WIPF2', 'WAS', 'WIPF1', 'CDC42', 'WASL', 'WIPF3']"
GRB7	"['RET', 'PSPN', 'ARTN', 'GFRA4', 'GFRA2', 'GFRA1', 'GFRA3', 'NRTN', 'GDNF', 'NRG1', 'NRG2', 'ERBB2', 'ERBB3', 'PDGFB', 'PDGFRB', 'PDGFA', 'PDGFRA']"
GREB1	['ESR1']
GRIA1	"['GRIA4', 'GRIA3', 'GRIA1', 'GRIA2', 'CNIH2', 'CNIH3', 'LRFN1']"
GRIA2	"['GRIA2', 'GRIA4', 'GRIA3', 'GRIA1']"
GRIA3	"['GRIA4', 'GRIA3', 'GRIA2', 'LRFN1']"
GRIA4	"['GRIA4', 'GRIA3', 'GRIA2', 'LRFN1']"
GRIK1	"['GRIK2', 'GRIK1', 'GRIK3']"
GRIK2	"['GRIK2', 'GRIK1']"
GRIK3	"['GRIK3', 'GRIK2', 'PLCB1', 'PLCB2', 'PLCB3', 'GNB1', 'GNG2']"
GRIK4	"['GRIK3', 'GRIK4', 'GRIK2', 'GRIK1']"
GRIK5	"['GRIK2', 'GRIK5', 'GRIK3', 'GRIK1']"
GRIN1	"['EFNB1', 'FYN', 'YES1', 'EFNB3', 'LYN', 'SRC', 'EFNB2', 'TIAM1', 'NEFL', 'ACTN2', 'GRIN1', 'GRIN2A', 'GRIN2C', 'GRIN2D', 'GRIN3B', 'GRIN2B', 'Q00961', 'Q00959', 'DLG4', 'DLG3', 'DLG1', 'DLG2', 'CAMK2D', 'CALM3', 'CAMK2G', 'CAMK2B', 'CAMK2A', 'PDLIM5', 'LRFN2', 'LRFN1', 'NRAS', 'KRAS', 'HRAS']"
GRIN2A	"['NEFL', 'ACTN2', 'GRIN1', 'GRIN2A', 'GRIN2C', 'GRIN2D', 'GRIN3B', 'DLG2', 'DLG3', 'DLG1', 'DLG4', 'GRIN2B', 'PDLIM5', 'LRFN2', 'LRFN1']"
GRIN2B	"['NTRK2', 'BDNF', 'FYN', 'YES1', 'EFNB1', 'EFNB2', 'LYN', 'SRC', 'EFNB3', 'TIAM1', 'NEFL', 'ACTN2', 'GRIN2A', 'GRIN1', 'GRIN2B', 'GRIN2D', 'DLG4', 'DLG3', 'DLG1', 'DLG2', 'CAMK2A', 'CAMK2G', 'CAMK2D', 'CAMK2B', 'CALM3', 'GRIN2C', 'PDLIM5', 'LRFN2', 'LRFN1', 'KRAS', 'NRAS', 'HRAS']"
GRIN2C	"['GRIN2A', 'GRIN1', 'GRIN2C', 'DLG4', 'DLG3', 'DLG2', 'PDLIM5', 'LRFN2', 'LRFN1']"
GRIN2D	"['GRIN2B', 'GRIN2D', 'GRIN1', 'GRIN2A', 'GRIN2C', 'DLG2', 'DLG4', 'DLG3', 'PDLIM5', 'LRFN2', 'LRFN1']"
GRIN3A	"['GRIN2A', 'GRIN1', 'GRIN2B', 'GRIN3A']"
GRIN3B	"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN3B']"
GRIP1	"['GRIA2', 'GRIA1', 'GRIA4', 'GRIA3']"
GRIP2	"['GRIA1', 'GRIA2', 'GRIA4', 'GRIA3']"
GRK1	"['RHO', 'RCVRN']"
GRK2	"['SMO', 'AVP', 'AVPR2', 'GNA14', 'GNA15', 'GNAQ', 'GNA11']"
GRK3	"['AVPR2', 'AVP']"
GRK4	['RHO']
GRK7	['RHO']
GRM1	"['HOMER3', 'HOMER1', 'HOMER2']"
GRM5	"['HOMER2', 'HOMER3', 'HOMER1']"
GRPR	"['NMB', 'GRP']"
GSK3A	['P59595']
GSK3B	"['RBX1', 'FBXW7', 'CUL1', 'SKP1', 'FRAT2', 'FRAT1', 'RUNX2', 'WNT1', 'DVL3', 'WNT3A', 'FZD2', 'LRP6', 'DVL1', 'WNT8B', 'DVL2', 'WNT8A', 'FZD1', 'HSF1', 'P59595', 'GLI2', 'SUFU', 'GLI3', 'O35625', 'SEMA3A', 'PLXNA3', 'FYN', 'PLXNA4', 'PLXNA2', 'PLXNA1', 'NRP1', 'CDK5', 'CDK5R1', 'CDK4', 'CCND1']"
GSN	['GSN']
GSR	['GSR']
GSS	['GSS']
GSTA1	['GSTA1']
GSTA2	"['GSTA1', 'GSTA2']"
GSTA3	['GSTA3']
GSTA4	['GSTA4']
GSTA5	['GSTA5']
GSTK1	['GSTK1']
GSTM1	['GSTM1']
GSTM2	['GSTM2']
GSTM3	['GSTM3']
GSTM4	['GSTM4']
GSTM5	['GSTM5']
GSTO1	['GSTO1']
GSTO2	['GSTO2']
GSTP1	['GSTP1']
GSTT1	['GSTT1']
GSTT2	['GSTT2']
GSTT2B	['GSTT2B']
GSTZ1	['GSTZ1']
GTF2A1	"['CARM1', 'PRMT1', 'GTF2E1', 'GTF2E2', 'GTF2A1']"
GTF2A2	"['CARM1', 'PRMT1', 'GTF2E1', 'GTF2E2', 'GTF2A1']"
GTF2B	"['GTF2E1', 'GTF2E2', 'GTF2A2', 'GTF2A1']"
GTF2E1	"['GTF2F2', 'GTF2F1', 'GTF2E2']"
GTF2E2	"['GTF2F1', 'GTF2F2']"
GTF2F1	"['HNRNPA1', 'PTBP1', 'GTF2E1', 'GTF2E2', 'GTF2A2', 'GTF2B', 'GTF2A1', 'RNGTT', 'NCBP1', 'NCBP2', 'CTDP1', 'RNMT', 'SUPT5H']"
GTF2F2	"['HNRNPA1', 'PTBP1', 'GTF2E1', 'GTF2E2', 'GTF2A1', 'GTF2B', 'GTF2A2', 'RNGTT', 'GTF2F1', 'NCBP2', 'NCBP1', 'CTDP1', 'SUPT5H', 'RNMT']"
GTF3A	"['BDP1', 'BRF1', 'TBP']"
GTSE1	"['HSP90AA1', 'HSP90AB1', 'FKBPL', 'CDKN1A', 'MAPRE1', 'PLK1']"
GUCY1B1	"['GUCY1A1', 'GUCY1A2']"
GUCY1B2	"['GUCY1A2', 'GUCY1A1']"
GUCY2C	"['GUCY2C', 'GUCA2A', 'GUCA2B', 'P01559']"
GUSB	['GUSB']
GYG1	"['GYG1', 'GYS1', 'PPP1R3C']"
GYG2	"['GYG2', 'PPP1R3C', 'GYS2', 'EPM2A']"
GYS1	"['GYS1', 'GYG1', 'PPP1R3C']"
GYS2	"['GYG2', 'GYS2', 'PPP1R3C', 'EPM2A']"
GZMB	['BID']
H1F0	"['DFFB', 'HMGA1', 'UBN1', 'HIRA', 'CABIN1', 'ASF1A']"
H2AFX	"['TP53BP1', 'PAXIP1', 'CHEK2', 'UBE2V2', 'RNF168', 'SUMO1', 'PIAS4', 'HERC2', 'RNF8', 'UBE2N', 'ATM', 'KAT5', 'NBN', 'RAD50', 'MRE11', 'NSD2', 'MDC1', 'HIST3H3', 'H2AFX', 'BRCA1', 'SYCP2', 'SYCP3', 'HIST2H4A', 'UBE2I', 'SUMO2', 'RIF1']"
H3F3B	"['AGO2', 'AGO1', 'ESR1', 'YY1', 'CBX3', 'MBD2', 'DNMT3A', 'DNMT3B', 'DNMT1', 'DNMT3L', 'HIST1H2AC', 'H3F3B', 'HIST2H4A', 'KDM4B', 'MYC', 'KDM1A', 'HIST1H3F', 'HIST2H3D', 'SUZ12', 'RBBP4', 'EED', 'EZH2', 'RBBP7', 'RUNX1', 'CBFB', 'KMT2A', 'PRMT6', 'HDAC1', 'SIN3A', 'SIRT6', 'ATRX', 'DAXX', 'UHRF1', 'SIRT1', 'RRP8', 'SUV39H1']"
HACL1	['HACL1']
HADH	['HADH']
HADHA	"['HADHB', 'HADHA']"
HADHB	['HADHB']
HAO1	['HAO1']
HAO2	['HAO2']
HAPLN1	['ACAN']
HAT1	['HIST2H4A']
HAVCR2	['LGALS9']
HBA2	"['HBA2', 'HBB', 'HP', 'CD163', 'HPX']"
HBB	"['CETN1', 'RNASE1', 'PARK7', 'PLIN3', 'PCNT', 'HBB', 'PLIN2', 'VIM', 'HDAC6', 'ARL13B', 'IFT88', 'CFTR', 'LAMP2', 'HBA2', 'HSPA8', 'HP', 'CD163', 'GFAP', 'HPX']"
HBEGF	"['P00588', 'CD9', 'ERBB2', 'EGFR', 'EGF', 'ERBB3', 'NRG2', 'NRG1', 'BTC', 'EREG', 'ERBB4', 'HBEGF', 'SOS1', 'GRB2', 'GPNMB', 'LRRK2', 'PTK6', 'SHC1', 'MATK', 'MEMO1', 'DIAPH1', 'RHOA', 'KRAS', 'NRAS', 'HRAS']"
HBS1L	"['SKIV2L', 'WDR61', 'TTC37']"
HCFC1	['BAP1']
HCK	"['FLT3LG', 'FLT3', 'P04601']"
HCN1	['HCN1']
HCN2	['HCN2']
HCN3	['HCN3']
HCN4	['HCN4']
HCRT	['HCRTR2']
HCRTR1	['HCRT']
HCST	['HCST']
HDAC1	"['LEF1', 'TLE4', 'TLE2', 'TLE1', 'TLE3', 'TCF7L2', 'HIST1H3F', 'HIST2H4A', 'H3F3B', 'HIST2H3D', 'YY1', 'RCOR1', 'KDM1A', 'HDAC1', 'HDAC2', 'E2F4', 'TFDP2', 'TFDP1', 'RBL1', 'RBL2', 'E2F5', 'MECP2', 'PRDM4', 'SIN3A', 'CBFB', 'PRMT6', 'RUNX1', 'O42478', 'SMAD4', 'SMAD2', 'TGIF2', 'SMAD3', 'TGIF1', 'UBE2I', 'SUMO1']"
HDAC2	"['KDM1A', 'RCOR1', 'HDAC2', 'MECP2', 'PRDM4', 'SIN3A']"
HDAC3	"['NR1H3', 'RXRB', 'NR1H2', 'RXRA', 'TBL1X', 'TBL1XR1', 'HDAC3', 'NCOR1', 'NR2E1', 'PPARG', 'NCOR2', 'PRDM4', 'ZNF521', 'RUNX2']"
HDAC5	['NR2E1']
HDAC6	"['PLIN2', 'PLIN3', 'RNASE1', 'VIM', 'HDAC6', 'LAMP2', 'HBB', 'VCP', 'HSPA8', 'GFAP', 'RUNX2', 'HSF1', 'HSP90AA1', 'IFT88', 'CFTR', 'PARK7', 'ARL13B', 'CETN1', 'PCNT']"
HDAC7	['NR2E1']
HDC	['HDC']
HEBP1	['FPR3']
HENMT1	"['TDRD6', 'PIWIL1', 'TDRKH', 'TDRD9', 'MAEL', 'PIWIL4']"
HEPH	['SLC40A1']
HERC2	"['TP53BP1', 'PAXIP1', 'CHEK2', 'RNF168', 'PIAS4', 'RNF8', 'SUMO1', 'UBE2N', 'UBE2V2', 'UBE2I', 'SUMO2', 'RIF1']"
HERC5	"['UBE2L6', 'ISG15', 'UBA7', 'EIF4E2', 'EIF4E3', 'EIF4A1', 'EIF4A3', 'EIF4A2', 'EIF4E', 'EIF4G2', 'EIF4G1', 'EIF4G3', 'FLNB']"
HES1	['RUNX2']
HEXA	['GM2A']
HEXB	"['HEXA', 'HEXB', 'GM2A']"
HEY1	['RUNX2']
HEY2	['RUNX2']
HFE2	['NEO1']
HGD	['HGD']
HGF	"['HGF', 'MET', 'CBL', 'GRB2', 'SH3GL2', 'SH3KBP1', 'HGS', 'EPS15', 'STAM', 'STAM2', 'MUC20', 'SOS1', 'GAB1', 'RANBP10', 'RANBP9', 'STAT3', 'ITGB1', 'TNS4', 'SRC', 'PTK2', 'CRK', 'CRKL', 'GGA3', 'ARF6', 'RAPGEF1', 'PTPN11', 'KRAS', 'NRAS', 'HRAS']"
HGFAC	"['HGFAC', 'HGF']"
HGS	"['CHMP2A', 'AP1G2', 'EPS15', 'USP8', 'STAM2', 'MVB12A', 'VPS37B', 'VPS28', 'VPS37D', 'MVB12B', 'UBAP1', 'VPS37C', 'TSG101', 'VPS37A']"
HGSNAT	['HGSNAT']
HHAT	['SHH']
HIBADH	['HIBADH']
HIC1	"['SUMO1', 'UBE2I']"
HIF1A	"['NOTCH1', 'USP19', 'VHL', 'ELOB', 'ELOC', 'CUL2', 'RBX1', 'UBE2D2', 'UBE2D3', 'UBE2D1']"
HIF1AN	"['HIF1AN', 'EPAS1', 'HIF1A']"
HIF3A	"['CUL2', 'VHL', 'RBX1', 'ELOC', 'ELOB', 'UBE2D3', 'UBE2D1', 'UBE2D2']"
HIKESHI	['HSPA1B']
HIP1	['HIP1']
HIP1R	['HIP1R']
HIPK2	"['SUMO1', 'TP53INP1', 'PIN1', 'MECP2', 'RUNX1', 'CBFB', 'EP300', 'UBE2I']"
HIST1H2AC	"['ESR1', 'HIST1H2AC', 'KDM1A', 'MYC']"
HIST1H3F	"['AGO2', 'AGO1', 'ESR1', 'BRWD1', 'YY1', 'CBX3', 'MBD2', 'DNMT3B', 'DNMT3A', 'DNMT1', 'DNMT3L', 'HIST1H2AC', 'HIST2H4A', 'H3F3B', 'HIST1H3F', 'KDM4B', 'MYC', 'KDM1A', 'HIST2H3D', 'SUZ12', 'EED', 'RBBP7', 'RBBP4', 'EZH2', 'KMT2A', 'RUNX1', 'CBFB', 'SIN3A', 'HDAC1', 'PRMT6', 'SIRT6', 'UHRF1', 'RRP8', 'SUV39H1', 'SIRT1']"
HIST2H3D	"['AGO1', 'AGO2', 'ESR1', 'BRWD1', 'YY1', 'CBX3', 'MBD2', 'DNMT3B', 'DNMT3A', 'DNMT1', 'DNMT3L', 'HIST2H3D', 'HIST2H4A', 'H3F3B', 'HIST1H2AC', 'HIST1H3F', 'KDM4B', 'MYC', 'KDM1A', 'EZH2', 'RBBP7', 'RBBP4', 'SUZ12', 'EED', 'KMT2A', 'RUNX1', 'CBFB', 'HDAC1', 'PRMT6', 'SIN3A', 'SIRT6', 'UHRF1', 'SUV39H1', 'RRP8', 'SIRT1']"
